	accession	bias	bitscore	description	cluster_num	domain_exp_num	domain_included_num	domain_obs_num	domain_reported_num	env_num	evalue	id	query_id	overlap_num	region_num
22	-	0.0	30.3	alpha-ketoglutarate-dependent dioxygenase, putative [Leishmania panamensis]	1	2.4	1	2	2	2	1.9e-07	AIO02638.1	2OG-FeII_Oxy_2	0	2
23	-	0.0	19.6	hypothetical protein LPMP_282870 [Leishmania panamensis]	0	1.3	1	1	1	1	0.00034	AIN99919.1	2OG-FeII_Oxy_2	0	1
24	-	0.0	13.3	hypothetical protein LPMP_160050 [Leishmania panamensis]	0	1.7	0	2	2	2	0.031	AIN96881.1	2OG-FeII_Oxy_2	0	2
25	-	0.0	314.9	transitional endoplasmic reticulum ATPase, putative [Leishmania panamensis]	0	2.4	2	2	2	2	2.2e-95	AIO02276.1	AAA	0	2
26	-	0.0	289.0	vesicular transport protein, putative [Leishmania panamensis]	0	2.3	2	2	2	2	2.3e-87	AIN99486.1	AAA	0	2
27	-	0.0	166.0	vesicle-fusing ATPase, putative [Leishmania panamensis]	0	2.9	2	3	2	3	2.3e-49	AIN97991.1	AAA	0	3
28	-	0.0	159.4	AAA family ATPase-like protein [Leishmania panamensis]	1	2.8	2	2	2	2	2.5e-47	AIO00469.1	AAA	0	2
29	-	0.0	159.2	peroxisome biosynthesis protein-like protein [Leishmania panamensis]	0	2.5	2	2	2	2	2.9e-47	AIN97818.1	AAA	0	2
30	-	0.0	153.2	peroxisome assembly protein, putative [Leishmania panamensis]	0	2.2	1	3	1	3	2.1e-45	AIN96883.1	AAA	0	3
31	-	0.0	152.9	proteasome regulatory ATPase subunittcc1l8.3, putative [Leishmania panamensis]	0	1.5	1	1	1	1	2.6e-45	AIN96350.1	AAA	0	1
32	-	0.3	151.8	26S protease regulatory subunit, putative [Leishmania panamensis]	0	1.6	1	2	1	2	5.7e-45	AIN95284.1	AAA	0	2
33	-	0.0	149.6	proteasome regulatory ATPase subunit [Leishmania panamensis]	0	1.6	1	1	1	1	2.8e-44	AIO02579.1	AAA	0	1
34	-	0.0	148.0	proteasome regulatory ATPase subunit 1, putative [Leishmania panamensis]	0	1.6	1	1	1	1	8.3e-44	AIN98348.1	AAA	0	1
35	-	0.0	145.0	proteasome regulatory ATPase subunit 2, putative [Leishmania panamensis]	0	1.4	1	1	1	1	7.1e-43	AIN96525.1	AAA	0	1
36	-	0.0	140.7	mitochondrial ATP-dependent zinc metallopeptidase, putative [Leishmania panamensis]	0	1.5	1	1	1	1	1.5e-41	AIO02415.1	AAA	0	1
37	-	0.1	139.9	ATP-dependent zinc metallopeptidase, putative [Leishmania panamensis]	0	2.4	1	2	2	2	2.8e-41	AIN97488.1	AAA	0	2
38	-	0.0	139.6	ATP-dependent zinc metallopeptidase, putative [Leishmania panamensis]	0	1.5	1	1	1	1	3.2e-41	AIO01045.1	AAA	0	1
39	-	0.0	138.0	katanin, putative [Leishmania panamensis]	0	1.6	1	2	1	2	1.1e-40	AIN99676.1	AAA	0	2
40	-	0.0	137.0	vacuolar protein sorting-associated protein 4 [Leishmania panamensis]	0	1.7	1	1	1	1	2.1e-40	AIO00198.1	AAA	0	1
41	-	0.0	134.4	ATP-dependent zinc metallopeptidase, putative [Leishmania panamensis]	0	1.5	1	1	1	1	1.3e-39	AIN97232.1	AAA	0	1
42	-	0.0	134.4	ATPase, putative [Leishmania panamensis]	0	2.1	1	2	1	2	1.4e-39	AIN96286.1	AAA	0	2
43	-	0.0	133.8	mitochondrial ATP-dependent zinc metallopeptidase, putative [Leishmania panamensis]	0	1.4	1	1	1	1	2.1e-39	AIN97600.1	AAA	0	1
44	-	0.0	132.3	katanin-like protein [Leishmania panamensis]	0	1.4	1	1	1	1	5.9e-39	AIN96771.1	AAA	0	1
45	-	0.4	130.1	proteasome regulatory ATPase subunit 5, putative [Leishmania panamensis]	1	1.9	1	2	1	2	2.8e-38	AIN98353.1	AAA	0	2
46	-	0.0	128.1	katanin-like protein [Leishmania panamensis]	0	1.4	1	1	1	1	1.2e-37	AIN96514.1	AAA	0	1
47	-	0.0	128.0	vesicular-fusion ATPase-like protein, putative [Leishmania panamensis]	1	3.5	2	2	2	2	1.3e-37	AIN99488.1	AAA	0	2
48	-	0.0	124.0	ATPase, putative [Leishmania panamensis]	1	2.5	1	2	2	2	2.2e-36	AIN99416.1	AAA	0	2
49	-	0.0	123.7	hypothetical protein LPMP_341130 [Leishmania panamensis]	0	1.6	1	2	1	2	2.8e-36	AIO01739.1	AAA	0	2
50	-	0.0	118.9	ATPase-like protein [Leishmania panamensis]	0	1.7	1	1	1	1	8.3e-35	AIN97803.1	AAA	0	1
51	-	0.2	117.3	AAA family ATPase, putative [Leishmania panamensis]	0	3.0	2	3	2	3	2.6e-34	AIN96037.1	AAA	0	3
52	-	0.0	115.9	ATP-dependent zinc metallopeptidase, putative [Leishmania panamensis]	0	1.6	1	1	1	1	7.1e-34	AIO00658.1	AAA	0	1
53	-	0.0	109.7	ATPase, putative [Leishmania panamensis]	1	3.3	1	2	2	2	5.8e-32	AIN99790.1	AAA	0	2
54	-	0.0	108.1	ATPase-like protein [Leishmania panamensis]	0	1.3	1	1	1	1	1.8e-31	AIN99823.1	AAA	0	1
55	-	0.0	107.9	ATPase domain protein, putative [Leishmania panamensis]	0	2.4	2	2	2	2	2.1e-31	AIN98652.1	AAA	0	2
56	-	0.0	93.5	ATP-dependent Clp protease/chaperone subunit, putative [Leishmania panamensis]	0	3.1	2	4	2	4	5.9e-27	AIO00081.1	AAA	0	4
57	-	0.0	88.0	cell division cycle protein-like protein [Leishmania panamensis]	0	2.3	1	3	1	3	2.9e-25	AIN98063.1	AAA	0	3
58	-	0.1	83.3	ATP-dependent Clp protease subunit, heat shock protein 78 (HSP78), putative [Leishmania panamensis]	0	3.1	2	3	2	3	8.7e-24	AIN99637.1	AAA	0	3
59	-	2.5	73.0	dynein-related ATPase, putative [Leishmania panamensis]	1	7.2	4	6	6	6	1.3e-20	AIN97941.1	AAA	0	6
60	-	0.0	71.8	hypothetical protein LPMP_201420 [Leishmania panamensis]	0	1.8	1	2	1	2	3e-20	AIN97636.1	AAA	0	2
61	-	0.0	71.5	dynein heavy chain, cytosolic, putative [Leishmania panamensis]	0	5.1	3	4	4	4	3.7e-20	AIN98394.1	AAA	0	4
62	-	0.0	57.8	hypothetical protein LPMP_131390 [Leishmania panamensis]	0	1.7	1	1	1	1	6.4e-16	AIN96566.1	AAA	0	1
63	-	0.0	57.6	replication factor C, subunit 3, putative [Leishmania panamensis]	0	1.5	1	1	1	1	7.6e-16	AIO01936.1	AAA	0	1
64	-	0.0	54.3	hypothetical protein LPMP_331260 [Leishmania panamensis]	0	2.7	2	2	2	2	7.9e-15	AIO01418.1	AAA	0	2
65	-	0.1	51.7	heat shock protein HslVU, ATPase subunit HslU, putative [Leishmania panamensis]	1	3.0	2	2	2	2	4.8e-14	AIN96734.1	AAA	0	2
66	-	0.0	51.4	replication factor C, subunit 2, putative [Leishmania panamensis]	0	1.6	1	2	1	2	6.3e-14	AIO00479.1	AAA	0	2
67	-	0.0	51.2	hypothetical protein LPMP_220840 [Leishmania panamensis]	0	2.4	2	2	2	2	6.8e-14	AIN98377.1	AAA	0	2
68	-	0.4	48.9	ATP-dependent hsl protease ATP-binding subunit hslU, putative [Leishmania panamensis]	0	2.6	2	2	2	2	3.6e-13	AIN95938.1	AAA	0	2
69	-	0.0	46.8	replication factor C, subunit 1, putative [Leishmania panamensis]	0	1.8	1	1	1	1	1.6e-12	AIN98730.1	AAA	0	1
70	-	0.8	45.4	ruvb-like 1 DNA helicase, putative [Leishmania panamensis]	0	3.0	2	3	2	3	4.2e-12	AIN97816.1	AAA	0	3
71	-	0.0	45.3	a44l protein-like protein [Leishmania panamensis]	0	2.4	2	2	2	2	4.8e-12	AIO02730.1	AAA	0	2
72	-	0.2	44.6	replication factor C, subunit 4, putative [Leishmania panamensis]	0	2.2	1	3	1	3	7.5e-12	AIN99436.1	AAA	0	3
73	-	0.0	44.5	mitochondrial chaperone BCS1, putative [Leishmania panamensis]	1	2.8	2	2	2	2	8.6e-12	AIO02684.1	AAA	0	2
74	-	0.0	42.5	dynein heavy chain, putative [Leishmania panamensis]	0	4.4	3	3	3	3	3.3e-11	AIN97887.1	AAA	0	3
75	-	0.0	39.7	cell division cycle 6 (CDC6), putative [Leishmania panamensis]	0	2.3	1	2	2	2	2.5e-10	AIN99641.1	AAA	0	2
76	-	0.1	39.3	dynein heavy chain, putative [Leishmania panamensis]	0	6.3	1	6	5	6	3.3e-10	AIN99552.1	AAA	0	6
77	-	0.1	38.8	hypothetical protein LPMP_200350 [Leishmania panamensis]	0	2.5	1	2	2	2	4.9e-10	AIN97527.1	AAA	0	2
78	-	0.6	38.2	dynein heavy chain, putative [Leishmania panamensis]	0	5.2	2	4	4	4	7.3e-10	AIN99935.1	AAA	0	4
79	-	0.1	37.7	hypothetical protein LPMP_170500 [Leishmania panamensis]	1	2.4	1	1	1	1	1.1e-09	AIN97088.1	AAA	0	1
80	-	2.5	36.6	dynein heavy chain, putative [Leishmania panamensis]	0	4.1	2	4	3	4	2.3e-09	AIN99633.1	AAA	0	4
81	-	2.0	35.3	ATP-dependent DNA helicase, putative [Leishmania panamensis]	1	3.1	1	3	2	3	5.7e-09	AIN97729.1	AAA	0	3
82	-	7.1	31.5	dynein heavy chain, putative [Leishmania panamensis]	0	6.6	1	7	5	7	8.6e-08	AIN97857.1	AAA	0	7
83	-	1.2	31.3	dynein heavy chain, putative [Leishmania panamensis]	0	5.5	1	5	4	5	9.6e-08	AIN98962.1	AAA	0	5
84	-	0.0	29.8	replication factor C, subunit 5, putative [Leishmania panamensis]	1	1.9	1	2	1	2	2.9e-07	AIO02818.1	AAA	0	2
85	-	0.0	28.5	ABC transporter, putative [Leishmania panamensis]	1	3.1	1	3	2	3	7.1e-07	AIN97420.1	AAA	0	3
86	-	0.0	27.7	dynein heavy chain, putative [Leishmania panamensis]	0	3.5	2	2	2	2	1.3e-06	AIN96579.1	AAA	0	2
87	-	0.0	26.9	dynein heavy chain, putative [Leishmania panamensis]	0	3.4	2	3	2	3	2.3e-06	AIO02235.1	AAA	0	3
88	-	0.0	26.8	dynein heavy chain, putative [Leishmania panamensis]	0	5.0	0	4	4	4	2.5e-06	AIN99213.1	AAA	0	4
89	-	0.3	25.4	adenylate kinase, putative [Leishmania panamensis]	1	1.8	1	1	1	1	6.6e-06	AIO00410.1	AAA	0	1
90	-	0.1	25.0	dynein-related ATPase, putative [Leishmania panamensis]	0	3.1	1	2	2	2	8.7e-06	AIN95894.1	AAA	0	2
91	-	0.1	23.8	dynein heavy chain, putative [Leishmania panamensis]	0	4.4	1	4	3	4	2e-05	AIN99696.1	AAA	0	4
92	-	0.0	23.7	dynein heavy chain, putative [Leishmania panamensis]	0	4.0	1	3	2	3	2.2e-05	AIN98596.1	AAA	0	3
93	-	0.0	22.5	ABC transporter, putative [Leishmania panamensis]	0	3.7	1	4	2	4	5.2e-05	AIN95249.1	AAA	0	4
94	-	0.8	22.4	ABC transporter, putative [Leishmania panamensis]	2	3.9	1	2	2	2	5.6e-05	AIN99376.1	AAA	0	2
95	-	0.0	21.8	DNA recombination and repair protein Rad51-like protein [Leishmania panamensis]	1	1.8	1	1	1	1	8.7e-05	AIN96219.1	AAA	0	1
96	-	0.1	20.4	ABC transporter, putative [Leishmania panamensis]	1	2.2	1	1	1	1	0.00023	AIN98919.1	AAA	0	1
97	-	1.2	20.3	dynein heavy chain, putative [Leishmania panamensis]	0	4.4	0	4	3	4	0.00025	AIN96682.1	AAA	0	4
98	-	0.3	19.8	ABC transporter, putative [Leishmania panamensis]	1	2.7	1	2	2	2	0.00034	AIN98155.1	AAA	0	2
99	-	0.1	19.0	ATP-binding cassette protein, putative [Leishmania panamensis]	1	3.4	0	2	2	2	0.00063	AIO01329.1	AAA	0	2
100	-	0.0	19.0	hypothetical protein LPMP_281990 [Leishmania panamensis]	0	1.7	1	1	1	1	0.00064	AIN99832.1	AAA	0	1
101	-	0.0	18.5	hypothetical protein LPMP_090820 [Leishmania panamensis]	0	1.7	1	1	1	1	0.00091	AIN95998.1	AAA	0	1
102	-	0.0	18.2	adenylate kinase, putative [Leishmania panamensis]	0	1.4	1	1	1	1	0.0011	AIN96879.1	AAA	0	1
103	-	0.0	17.6	tuzin, putative [Leishmania panamensis]	0	1.4	1	1	1	1	0.0017	AIN95877.1	AAA	0	1
104	-	0.0	17.5	hypothetical protein LPMP_301670 [Leishmania panamensis]	0	1.6	1	1	1	1	0.0019	AIO00392.1	AAA	0	1
105	-	0.1	17.4	ATPase beta subunit, putative [Leishmania panamensis]	0	2.2	1	2	2	2	0.002	AIN98983.1	AAA	0	2
106	-	0.0	17.0	small GTP-binding protein Rab1, putative [Leishmania panamensis]	1	2.3	1	2	2	2	0.0026	AIN99458.1	AAA	1	1
107	-	0.2	16.7	hypothetical protein LPMP_231620 [Leishmania panamensis]	1	2.4	1	2	2	2	0.0031	AIN98611.1	AAA	1	1
108	-	0.0	16.4	DNA repair and recombination helicase protein PIF2, putative [Leishmania panamensis]	0	1.8	1	1	1	1	0.004	AIN96229.1	AAA	0	1
109	-	0.0	16.1	hypothetical protein LPMP_205260 [Leishmania panamensis]	0	1.5	1	1	1	1	0.005	AIN98018.1	AAA	0	1
110	-	0.0	15.8	thymidylate kinase, putative [Leishmania panamensis]	0	1.8	1	2	1	2	0.0059	AIN95110.1	AAA	0	2
111	-	0.0	15.7	ABC transporter, putative [Leishmania panamensis]	0	3.2	0	3	3	3	0.0067	AIN97561.1	AAA	0	3
112	-	0.1	15.2	ABC transporter-like protein [Leishmania panamensis]	0	2.4	1	3	1	3	0.0096	AIO01102.1	AAA	0	3
113	-	0.0	15.1	DNA replication licensing factor MCM2, putative [Leishmania panamensis]	0	1.8	0	1	1	1	0.01	AIN99724.1	AAA	0	1
114	-	0.0	15.0	DNA repair and recombination protein, mitochondrial precursor, putative [Leishmania panamensis]	1	2.7	0	2	1	2	0.011	AIO01053.1	AAA	0	2
115	-	0.0	14.8	DNA replication licensing factor MCM8, putative [Leishmania panamensis]	1	1.7	0	1	1	1	0.012	AIN95473.1	AAA	0	1
116	-	0.1	14.1	DEAD/DEAH box helicase, putative [Leishmania panamensis]	0	2.4	0	2	2	2	0.02	AIO01249.1	AAA	0	2
117	-	0.0	14.0	hypothetical protein LPMP_010470 [Leishmania panamensis]	0	1.4	0	1	1	1	0.022	AIN95148.1	AAA	0	1
118	-	0.0	13.9	DNA repair and recombination protein, putative [Leishmania panamensis]	0	1.8	0	1	1	1	0.023	AIN99900.1	AAA	0	1
119	-	0.0	13.9	hypothetical protein LPMP_260480 [Leishmania panamensis]	0	2.5	0	3	2	3	0.024	AIN99162.1	AAA	0	3
120	-	0.0	13.8	ABC transporter, putative [Leishmania panamensis]	1	3.1	0	2	2	2	0.025	AIN96317.1	AAA	0	2
121	-	0.1	13.7	hypothetical protein LPMP_211330 [Leishmania panamensis]	0	1.7	0	1	1	1	0.027	AIN98212.1	AAA	0	1
122	-	0.0	13.7	hypothetical protein LPMP_301510 [Leishmania panamensis]	0	2.1	0	2	1	2	0.027	AIO00378.1	AAA	0	2
123	-	1.1	13.7	RNA helicase, putative [Leishmania panamensis]	2	3.8	0	3	2	3	0.027	AIN96468.1	AAA	0	3
124	-	0.1	13.5	ABC transporter, putative [Leishmania panamensis]	0	2.6	0	2	2	2	0.031	AIO01212.1	AAA	0	2
125	-	0.0	13.5	XPA-interacting protein, putative [Leishmania panamensis]	0	1.6	0	1	1	1	0.032	AIN96543.1	AAA	0	1
126	-	0.0	13.4	dynein light intermediate chain, putative [Leishmania panamensis]	0	1.6	0	1	1	1	0.033	AIO01225.1	AAA	0	1
127	-	0.0	13.3	adenylate kinase, putative [Leishmania panamensis]	0	1.5	0	1	1	1	0.035	AIN96550.1	AAA	0	1
128	-	0.1	13.2	DNA replication licensing factor MCM7, putative [Leishmania panamensis]	1	2.3	0	2	1	2	0.04	AIO01197.1	AAA	0	2
129	-	0.1	13.0	hypothetical protein LPMP_321450 [Leishmania panamensis]	0	1.8	0	2	1	2	0.044	AIO01031.1	AAA	0	2
130	-	0.0	13.0	hypothetical protein LPMP_230340 [Leishmania panamensis]	0	1.5	0	1	1	1	0.045	AIN98485.1	AAA	0	1
131	-	0.0	13.0	DNA replication licensing factor MCM3, putative [Leishmania panamensis]	0	1.5	0	1	1	1	0.046	AIO01573.1	AAA	0	1
132	-	0.0	13.0	hypothetical protein LPMP_345000 [Leishmania panamensis]	1	1.9	0	2	1	2	0.046	AIO02119.1	AAA	1	1
133	-	0.1	12.9	ABC transporter, putative [Leishmania panamensis]	1	3.0	0	2	2	2	0.047	AIN96315.1	AAA	0	2
134	-	0.0	12.9	hypothetical protein LPMP_356190 [Leishmania panamensis]	0	2.5	0	2	2	2	0.048	AIO02748.1	AAA	0	2
135	-	0.1	12.9	recombinase rad51, putative [Leishmania panamensis]	0	2.0	0	2	1	2	0.048	AIO01551.1	AAA	0	2
136	-	0.8	12.8	ATP-dependent DEAD-box RNA helicase, putative [Leishmania panamensis]	1	2.6	0	1	1	1	0.05	AIO01664.1	AAA	0	1
137	-	0.1	12.7	hypothetical protein LPMP_352970 [Leishmania panamensis]	0	1.8	0	2	1	2	0.055	AIO02434.1	AAA	0	2
138	-	0.2	12.5	ABC transporter, putative [Leishmania panamensis]	1	2.9	0	2	2	2	0.063	AIN96312.1	AAA	0	2
139	-	0.2	12.2	adenylate kinase 2 [Leishmania panamensis]	1	2.1	0	2	1	2	0.079	AIN97514.1	AAA	0	2
140	-	4.0	10.1	signal recognition particle, putative [Leishmania panamensis]	1	3.6	0	3	2	3	0.35	AIN98703.1	AAA	0	3
141	-	0.1	71.8	dynein-related ATPase, putative [Leishmania panamensis]	0	7.4	3	6	6	6	2.7e-20	AIN97941.1	AAA_22	0	6
142	-	10.4	54.4	dynein heavy chain, cytosolic, putative [Leishmania panamensis]	0	7.4	1	7	5	7	6.5e-15	AIN98394.1	AAA_22	0	7
143	-	1.6	45.9	vesicular-fusion ATPase-like protein, putative [Leishmania panamensis]	1	3.5	2	2	2	2	2.8e-12	AIN99488.1	AAA_22	0	2
144	-	0.0	42.5	ATPase domain protein, putative [Leishmania panamensis]	1	3.2	2	3	2	3	3.1e-11	AIN98652.1	AAA_22	1	2
145	-	0.3	42.4	dynein heavy chain, putative [Leishmania panamensis]	0	6.3	2	5	5	5	3.3e-11	AIN99552.1	AAA_22	0	5
146	-	0.1	41.7	dynein heavy chain, putative [Leishmania panamensis]	0	4.7	2	3	3	3	5.6e-11	AIN97887.1	AAA_22	0	3
147	-	0.2	39.2	dynein heavy chain, putative [Leishmania panamensis]	0	4.3	1	5	2	5	3.3e-10	AIO02235.1	AAA_22	0	5
148	-	0.5	37.8	transitional endoplasmic reticulum ATPase, putative [Leishmania panamensis]	2	4.0	2	4	3	4	8.7e-10	AIO02276.1	AAA_22	2	2
149	-	0.3	36.9	vesicular transport protein, putative [Leishmania panamensis]	2	4.2	2	2	2	2	1.7e-09	AIN99486.1	AAA_22	0	2
150	-	0.1	36.3	peroxisome biosynthesis protein-like protein [Leishmania panamensis]	1	3.1	2	3	2	3	2.6e-09	AIN97818.1	AAA_22	1	2
151	-	5.4	34.5	ATP-dependent Clp protease subunit, heat shock protein 78 (HSP78), putative [Leishmania panamensis]	3	5.2	2	5	3	5	9.5e-09	AIN99637.1	AAA_22	1	4
152	-	0.9	34.1	vesicle-fusing ATPase, putative [Leishmania panamensis]	2	4.5	1	4	4	4	1.2e-08	AIN97991.1	AAA_22	2	2
153	-	1.5	33.5	ATP-dependent Clp protease/chaperone subunit, putative [Leishmania panamensis]	2	4.7	2	3	2	3	1.8e-08	AIO00081.1	AAA_22	0	2
154	-	0.0	33.5	ATPase, putative [Leishmania panamensis]	1	3.1	1	3	2	3	1.9e-08	AIN99790.1	AAA_22	1	2
155	-	1.5	33.0	AAA family ATPase, putative [Leishmania panamensis]	1	4.0	1	4	3	4	2.7e-08	AIN96037.1	AAA_22	1	3
156	-	0.1	32.6	cell division cycle 6 (CDC6), putative [Leishmania panamensis]	0	2.3	1	2	2	2	3.6e-08	AIN99641.1	AAA_22	0	2
157	-	0.0	30.1	replication factor C, subunit 4, putative [Leishmania panamensis]	0	1.8	1	1	1	1	2.1e-07	AIN99436.1	AAA_22	0	1
158	-	0.1	29.5	ruvb-like 1 DNA helicase, putative [Leishmania panamensis]	1	2.5	2	2	2	2	3.2e-07	AIN97816.1	AAA_22	0	2
159	-	0.1	28.9	pre-mRNA splicing factor ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	1.6	1	1	1	1	5.1e-07	AIO01733.1	AAA_22	0	1
160	-	6.7	28.9	dynein heavy chain, putative [Leishmania panamensis]	0	6.3	1	8	4	8	5.1e-07	AIN99633.1	AAA_22	0	8
161	-	2.4	28.7	ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	3.0	1	3	2	3	5.9e-07	AIO00544.1	AAA_22	0	3
162	-	0.0	28.3	ATP-dependent DEAD/H RNA helicase, putative [Leishmania panamensis]	0	1.9	1	1	1	1	7.7e-07	AIN98434.1	AAA_22	0	1
163	-	0.0	28.1	signal recognition particle receptor like protein, putative [Leishmania panamensis]	1	2.3	1	2	1	2	8.6e-07	AIO02501.1	AAA_22	1	1
164	-	0.0	26.6	hypothetical protein LPMP_301670 [Leishmania panamensis]	1	2.3	1	1	1	1	2.5e-06	AIO00392.1	AAA_22	0	1
165	-	0.0	26.6	heat shock protein HslVU, ATPase subunit HslU, putative [Leishmania panamensis]	0	2.4	1	2	2	2	2.6e-06	AIN96734.1	AAA_22	0	2
166	-	1.9	26.5	dynein heavy chain, putative [Leishmania panamensis]	0	5.9	0	6	4	6	2.7e-06	AIN99213.1	AAA_22	0	6
167	-	1.3	26.3	RNA helicase, putative [Leishmania panamensis]	2	3.6	1	3	2	3	3.1e-06	AIN96468.1	AAA_22	0	3
168	-	0.3	26.3	hypothetical protein LPMP_341130 [Leishmania panamensis]	1	2.7	1	3	2	3	3.3e-06	AIO01739.1	AAA_22	0	2
169	-	2.4	26.0	katanin-like protein [Leishmania panamensis]	1	3.3	1	3	3	3	4e-06	AIN96514.1	AAA_22	1	2
170	-	6.5	25.8	dynein heavy chain, putative [Leishmania panamensis]	0	5.0	1	5	3	5	4.6e-06	AIN99696.1	AAA_22	0	5
171	-	0.0	25.7	hypothetical protein LPMP_356890 [Leishmania panamensis]	0	1.8	1	2	1	2	4.8e-06	AIO02817.1	AAA_22	0	2
172	-	15.5	25.6	dynein heavy chain, putative [Leishmania panamensis]	1	7.7	1	7	7	7	5e-06	AIN96682.1	AAA_22	1	6
173	-	0.1	25.5	proteasome regulatory ATPase subunit 1, putative [Leishmania panamensis]	1	2.4	1	2	2	2	5.6e-06	AIN98348.1	AAA_22	1	1
174	-	0.0	25.4	ATP-dependent RNA helicase-like protein [Leishmania panamensis]	0	1.6	1	1	1	1	5.8e-06	AIN97688.1	AAA_22	0	1
175	-	0.2	25.3	ABC-thiol transporter [Leishmania panamensis]	1	3.3	1	2	2	2	6.6e-06	AIN98480.1	AAA_22	0	2
176	-	0.5	25.2	replication factor C, subunit 3, putative [Leishmania panamensis]	1	2.6	1	2	1	2	7.1e-06	AIO01936.1	AAA_22	1	1
177	-	0.6	24.8	DEAD/DEAH box helicase, putative [Leishmania panamensis]	1	2.6	1	2	1	2	9.1e-06	AIO02427.1	AAA_22	0	2
178	-	0.2	24.8	ATP-dependent DNA helicase, putative [Leishmania panamensis]	1	2.8	1	2	2	2	9.3e-06	AIN97729.1	AAA_22	0	1
179	-	3.2	24.6	proteasome regulatory ATPase subunit [Leishmania panamensis]	1	3.2	1	3	3	3	1.1e-05	AIO02579.1	AAA_22	1	2
